year,id,wrkstat,occ10,prestg10,marital,educ,age,degree,major1,biokids,sex,race,income16,rincom16,pres16,pres20,happy,health,natspac,natenvir,natheal,natcrime,reg16,yrlvmus,yrartxbt,yrmovie,artsout,yrcreat,yrrdg,yrtour,yrstmus,yrarmus,yrstpo,yrarpo,yrclass,yrpod,cvdlvmus,cvdart,cvdmov,cvdcreat,cvdrdg,cvdtour,cvdstmus,cvdarmus,cvdstpo,cvdarpo,cvdclass,cvdpod
2022,2137,1,NA,NA,3,20,54,4,20,NA,2,1,26,NA,1,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2138,3,8800,24,1,13,35,1,NA,NA,1,1,25,17,NA,NA,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2139,7,4600,35,5,14,56,1,NA,NA,2,1,NA,0,2,NA,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2140,5,9130,35,1,13,77,1,NA,NA,1,1,NA,0,2,2,1,3,2,3,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2141,8,1530,70,1,12,73,1,NA,2,1,1,20,3,2,2,2,1,NA,NA,NA,NA,6,2,2,2,NA,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
2022,2142,5,6730,41,1,11,71,1,NA,NA,1,1,19,16,NA,NA,2,2,3,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2143,1,5120,45,1,16,68,3,16,NA,2,1,24,19,2,2,1,1,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2144,1,205,46,1,16,69,1,NA,NA,1,1,14,14,2,2,2,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2145,4,4230,25,5,10,34,0,NA,NA,2,1,16,4,NA,NA,3,3,NA,NA,NA,NA,5,2,1,2,1,1,1,2,1,2,1,1,1,2,3,3,4,2,1,4,2,2,2,2,3,4
2022,2146,1,9000,45,1,13,54,1,NA,4,1,2,24,24,1,1,1,2,3,1,1,1,5,2,2,1,1,2,2,2,1,NA,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2
2022,2147,4,3255,64,5,15,30,2,36,NA,2,1,11,10,NA,NA,2,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2148,2,4610,48,2,13,72,1,NA,3,2,1,11,11,2,2,3,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2149,1,4760,31,5,13,32,1,NA,NA,2,1,7,7,NA,NA,1,1,2,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2150,1,7700,50,1,12,33,1,NA,NA,1,1,24,20,2,2,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2151,5,6040,33,1,10,66,0,NA,NA,2,2,NA,2,NA,NA,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2152,2,6260,28,2,12,81,1,NA,NA,1,1,NA,NA,2,2,3,3,2,3,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2153,1,4230,25,2,13,72,1,NA,2,2,1,14,9,2,2,2,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2154,2,6355,49,1,12,45,1,NA,NA,1,1,19,15,2,2,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2155,6,3255,64,1,14,42,1,NA,NA,2,3,21,19,NA,2,3,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2156,7,NA,NA,1,12,34,1,NA,NA,2,1,21,0,2,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2157,1,NA,NA,3,14,57,1,NA,NA,1,1,22,NA,2,2,2,3,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2158,5,4050,21,3,14,68,2,19,NA,2,1,5,0,NA,NA,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2159,1,5860,32,5,16,30,3,80,0,2,1,17,17,2,2,1,2,3,3,2,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4
2022,2160,1,800,60,1,16,53,3,36,NA,2,1,26,26,2,2,2,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2161,5,2310,61,1,16,NA,4,16,NA,2,NA,NA,0,NA,NA,3,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2162,1,NA,NA,5,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2163,5,725,49,1,12,69,0,NA,NA,2,2,19,1,1,1,2,2,2,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2164,1,6820,40,5,13,19,1,NA,NA,1,1,NA,14,NA,NA,2,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2165,5,2000,51,1,16,83,3,44,NA,1,1,21,0,1,1,1,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2166,2,9130,35,1,13,81,1,NA,NA,1,1,21,7,2,2,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2167,7,3255,64,2,16,74,3,36,NA,2,1,19,0,1,1,2,4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2168,1,1760,42,1,17,NA,3,11,NA,2,1,26,22,1,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2169,5,4200,37,1,14,62,1,NA,NA,2,1,14,0,NA,NA,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2170,1,410,41,1,16,41,3,9,0,1,1,19,19,1,1,3,1,1,1,1,2,5,2,2,2,NA,2,1,2,1,1,2,2,2,2,4,2,2,3,1,4,1,2,4,4,1,4
2022,2171,6,4150,33,5,13,19,1,NA,NA,1,1,26,NA,NA,NA,2,2,1,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2172,1,1820,71,5,20,31,4,42,0,2,1,23,20,1,1,1,2,NA,NA,NA,NA,5,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,4,3,4,4,4,2,4
2022,2173,6,NA,NA,5,13,20,1,NA,NA,1,1,NA,0,NA,1,3,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2174,8,NA,NA,5,16,22,1,NA,0,1,2,NA,0,NA,1,2,3,1,1,2,2,0,2,2,1,2,2,1,2,1,1,2,1,2,2,4,4,3,4,3,4,4,2,4,3,4,4
2022,2175,4,1965,43,5,15,21,1,NA,0,2,1,NA,4,NA,NA,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2176,2,4030,21,1,16,22,3,25,NA,2,1,8,2,NA,1,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2177,1,2430,55,1,18,29,4,31,NA,1,1,21,17,1,1,2,2,NA,NA,NA,NA,5,2,1,1,1,2,1,1,2,1,2,2,2,1,3,3,3,4,1,2,1,1,2,2,2,1
2022,2178,6,4120,34,5,15,20,1,NA,NA,2,1,21,0,NA,1,3,2,3,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2179,1,8740,39,1,13,66,1,NA,0,1,1,21,20,NA,NA,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2180,7,6500,35,3,10,53,1,NA,NA,1,NA,15,0,1,NA,2,3,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2181,8,7750,35,1,12,30,1,NA,NA,1,1,9,0,NA,NA,3,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2182,8,4940,18,3,13,52,1,NA,NA,2,1,12,0,NA,NA,2,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2183,6,4350,33,5,12,33,1,NA,NA,2,1,14,14,NA,NA,3,3,3,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2184,1,3250,68,1,20,42,4,48,NA,2,1,NA,NA,1,1,2,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2185,7,7150,40,2,8,80,0,NA,NA,1,1,9,0,2,2,3,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2186,7,5860,32,NA,12,54,1,NA,NA,2,1,24,0,NA,1,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2187,1,1550,50,1,15,56,1,NA,2,2,1,22,22,2,2,2,2,3,1,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2188,1,1550,50,1,14,38,1,NA,4,1,1,18,18,2,2,1,2,3,3,2,1,5,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2022,2189,5,2710,58,1,16,60,3,12,0,1,1,15,0,3,1,1,2,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2190,5,7200,45,3,16,75,1,NA,NA,1,1,10,0,1,1,3,4,NA,NA,NA,NA,5,2,2,2,NA,2,2,2,2,1,2,2,1,2,4,4,4,4,4,4,2,2,4,4,4,2
2022,2191,1,1060,57,1,18,41,3,9,2,1,1,24,22,2,2,2,3,1,2,2,1,5,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,2,2,4,2,4,2,2,4,4,4,4
2022,2192,1,3255,64,1,16,62,3,36,NA,2,1,21,18,2,2,2,2,1,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2193,1,850,63,1,16,29,3,9,NA,2,1,24,22,2,2,1,2,2,3,1,1,5,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,3,3,3,3,3,3,3,3
2022,2194,5,3255,64,1,14,82,2,36,4,2,1,23,0,2,2,2,2,3,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2195,5,3255,64,1,15,76,2,36,NA,2,1,21,0,1,1,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2196,4,8965,35,3,10,29,1,NA,1,1,NA,15,11,NA,NA,3,1,1,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2197,1,8650,27,5,12,28,1,NA,NA,1,1,22,18,2,2,2,2,2,3,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2198,2,5400,38,5,12,30,1,NA,1,2,1,20,8,NA,NA,1,1,3,2,2,1,5,1,2,1,1,2,1,1,1,1,1,NA,1,1,1,2,NA,2,1,1,1,NA,4,1,1,1
2022,2199,5,7750,35,1,12,75,1,NA,NA,1,1,15,0,NA,NA,2,3,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2200,5,2040,66,5,16,64,3,43,NA,1,1,9,0,2,2,3,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2201,5,800,60,1,16,81,2,1,2,1,1,20,0,2,2,3,3,NA,NA,NA,NA,5,1,2,1,2,2,1,2,1,1,2,2,2,2,4,4,3,3,2,4,3,2,4,4,3,3
2022,2202,5,2310,61,5,16,63,3,16,NA,2,1,15,9,1,1,2,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2203,1,NA,NA,1,18,39,3,53,NA,1,1,20,NA,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2204,6,5860,32,5,14,39,2,9,4,2,2,17,0,1,NA,3,3,3,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2205,1,9130,35,1,14,NA,2,62,1,1,2,18,18,1,1,2,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2206,1,4610,48,5,12,19,1,NA,0,1,1,23,8,NA,NA,3,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2207,4,4710,48,1,12,69,1,NA,NA,1,2,21,18,NA,1,2,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2208,5,3600,48,2,12,73,1,NA,3,2,2,8,0,1,1,2,3,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2209,2,5510,29,5,12,20,1,NA,NA,1,1,NA,15,NA,NA,2,1,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2210,1,4110,31,3,12,45,1,NA,3,2,1,15,15,NA,NA,2,3,NA,NA,NA,NA,5,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4
2022,2211,7,NA,NA,1,9,38,0,NA,NA,2,1,17,0,2,2,3,3,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2212,7,5700,47,1,12,78,1,NA,NA,2,1,19,0,2,2,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2213,1,NA,NA,1,18,NA,4,NA,NA,2,NA,NA,NA,NA,NA,1,2,3,3,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2214,1,9830,62,1,NA,29,0,NA,NA,1,1,NA,NA,2,2,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2215,1,5700,47,3,14,62,2,1,NA,2,1,19,19,2,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2216,1,2320,64,1,16,44,3,33,2,2,1,22,19,2,2,2,2,3,3,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2217,5,4620,35,1,17,67,4,16,NA,2,1,20,0,2,2,1,2,2,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2218,1,2310,61,1,17,58,3,16,NA,2,1,20,20,2,2,2,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2219,5,9130,35,2,12,70,0,NA,NA,1,2,14,0,1,1,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2220,1,5700,47,1,12,51,1,NA,NA,2,1,23,13,2,2,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2221,8,3535,52,1,18,61,3,8,NA,2,1,26,0,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2222,1,1020,60,1,16,40,3,14,2,1,1,25,23,3,2,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2223,2,8965,35,5,13,19,1,NA,0,2,1,9,9,NA,NA,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2224,1,2010,54,5,16,38,3,9,NA,2,1,18,18,NA,NA,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2225,2,6200,49,1,12,71,1,NA,NA,1,1,20,NA,1,1,2,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2226,1,4810,47,1,17,38,3,9,NA,1,1,26,26,2,2,2,2,3,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2227,8,4250,37,5,10,55,0,NA,NA,1,1,NA,0,NA,NA,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2228,1,205,46,1,14,44,2,29,NA,2,1,20,8,2,2,1,3,3,3,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2229,1,7315,45,1,11,41,1,NA,NA,1,1,19,19,2,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2230,1,4250,37,5,12,23,1,NA,NA,1,2,19,16,NA,NA,1,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2231,1,7750,35,5,12,25,1,NA,NA,1,1,14,14,NA,NA,2,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2232,1,430,39,5,12,47,1,NA,NA,2,1,17,17,NA,NA,2,2,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2233,8,3600,48,3,12,64,1,NA,4,2,1,9,0,2,2,2,3,3,3,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2234,8,7855,34,1,13,44,1,NA,1,2,1,14,0,2,2,2,3,2,1,1,2,5,2,2,2,NA,2,2,2,1,1,2,2,2,1,2,4,3,4,3,4,1,2,4,4,4,3
2022,2235,8,NA,NA,1,12,NA,1,NA,NA,NA,1,NA,0,2,2,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2236,5,1020,60,5,12,68,1,NA,0,2,2,21,0,1,1,1,2,3,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2237,2,4510,36,1,12,78,1,NA,0,2,1,NA,0,2,2,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2238,2,4350,33,3,12,27,1,NA,NA,2,1,NA,0,NA,NA,2,3,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2239,NA,NA,NA,NA,13,NA,1,NA,NA,2,NA,16,NA,NA,NA,2,2,2,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2240,6,5860,32,5,14,62,2,51,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2241,1,NA,NA,5,NA,20,0,NA,NA,2,1,16,13,NA,NA,1,3,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2242,5,5940,17,3,12,72,1,NA,NA,2,1,NA,0,2,2,2,2,3,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2243,4,5860,32,5,16,48,3,43,NA,2,2,12,0,1,1,2,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,2244,1,5610,35,5,14,63,1,NA,NA,1,2,14,13,1,1,2,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
